"","dim","delta","ir","Comparison","Difference"
"1373",3,1,0.5,"RW-CCCD_minus_ACDC2",-0.002
"1374",3,1,0.75,"RW-CCCD_minus_ACDC2",-0.000666666666667037
"1375",3,1,1,"RW-CCCD_minus_ACDC2",-0.000499999999999945
"1376",5,0,0.1,"RW-CCCD_minus_ACDC2",0
"1377",5,0,0.25,"RW-CCCD_minus_ACDC2",-9.9999999999989e-05
"1378",5,0,0.5,"RW-CCCD_minus_ACDC2",0.00338095238095204
"1379",5,0,0.75,"RW-CCCD_minus_ACDC2",-0.00115686274509796
"1380",5,0,1,"RW-CCCD_minus_ACDC2",-0.00616666666666699
"1381",5,0.25,0.1,"RW-CCCD_minus_ACDC2",0.159672413793104
"1382",5,0.25,0.25,"RW-CCCD_minus_ACDC2",0.105214285714286
"1383",5,0.25,0.5,"RW-CCCD_minus_ACDC2",0.055647887323943
"1384",5,0.25,0.75,"RW-CCCD_minus_ACDC2",0.027115646258504
"1385",5,0.25,1,"RW-CCCD_minus_ACDC2",0.0202500000000001
"1386",5,0.5,0.1,"RW-CCCD_minus_ACDC2",0.027421875
"1387",5,0.5,0.25,"RW-CCCD_minus_ACDC2",0.00778571428571395
"1388",5,0.5,0.5,"RW-CCCD_minus_ACDC2",0.000400000000000067
"1389",5,0.5,0.75,"RW-CCCD_minus_ACDC2",0.00329629629629602
"1390",5,0.5,1,"RW-CCCD_minus_ACDC2",0.00324999999999998
"1391",5,0.75,0.1,"RW-CCCD_minus_ACDC2",-0.001571428571428
"1392",5,0.75,0.25,"RW-CCCD_minus_ACDC2",0.000166666666667092
"1393",5,0.75,0.5,"RW-CCCD_minus_ACDC2",-0.00316666666666598
"1394",5,0.75,0.75,"RW-CCCD_minus_ACDC2",0.000666666666666926
"1395",5,0.75,1,"RW-CCCD_minus_ACDC2",-0.000249999999999972
"1396",5,1,0.1,"RW-CCCD_minus_ACDC2",-0.00375000000000003
"1397",5,1,0.25,"RW-CCCD_minus_ACDC2",-0.00160000000000005
"1398",5,1,0.5,"RW-CCCD_minus_ACDC2",-0.001
"1399",5,1,0.75,"RW-CCCD_minus_ACDC2",0
"1400",5,1,1,"RW-CCCD_minus_ACDC2",0
"1401",10,0,0.1,"RW-CCCD_minus_ACDC3",0
"1402",10,0,0.25,"RW-CCCD_minus_ACDC3",0
"1403",10,0,0.5,"RW-CCCD_minus_ACDC3",-0.00173333333333303
"1404",10,0,0.75,"RW-CCCD_minus_ACDC3",-0.005058823529412
"1405",10,0,1,"RW-CCCD_minus_ACDC3",-0.000529411764706
"1406",10,0.25,0.1,"RW-CCCD_minus_ACDC3",0.1275
"1407",10,0.25,0.25,"RW-CCCD_minus_ACDC3",0.029177215189874
"1408",10,0.25,0.5,"RW-CCCD_minus_ACDC3",0.00945833333333301
"1409",10,0.25,0.75,"RW-CCCD_minus_ACDC3",0.001782051282052
"1410",10,0.25,1,"RW-CCCD_minus_ACDC3",0.00539999999999996
"1411",10,0.5,0.1,"RW-CCCD_minus_ACDC3",-0.021316326530612
"1412",10,0.5,0.25,"RW-CCCD_minus_ACDC3",-0.00187499999999996
"1413",10,0.5,0.5,"RW-CCCD_minus_ACDC3",-0.00440000000000007
"1414",10,0.5,0.75,"RW-CCCD_minus_ACDC3",-0.000666666666666038
"1415",10,0.5,1,"RW-CCCD_minus_ACDC3",0.00166666666666704
"1416",10,0.75,0.1,"RW-CCCD_minus_ACDC3",0
"1417",10,0.75,0.25,"RW-CCCD_minus_ACDC3",0
"1418",10,0.75,0.5,"RW-CCCD_minus_ACDC3",0
"1419",10,0.75,0.75,"RW-CCCD_minus_ACDC3",0
"1420",10,0.75,1,"RW-CCCD_minus_ACDC3",0
"1421",10,1,0.1,"RW-CCCD_minus_ACDC3",0
"1422",10,1,0.25,"RW-CCCD_minus_ACDC3",0
"1423",10,1,0.5,"RW-CCCD_minus_ACDC3",0
"1424",10,1,0.75,"RW-CCCD_minus_ACDC3",0
"1425",10,1,1,"RW-CCCD_minus_ACDC3",0
"1426",2,0,0.1,"RW-CCCD_minus_ACDC3",0.000333333333332964
"1427",2,0,0.25,"RW-CCCD_minus_ACDC3",-0.00106249999999997
"1428",2,0,0.5,"RW-CCCD_minus_ACDC3",-0.002529411764706
"1429",2,0,0.75,"RW-CCCD_minus_ACDC3",0
"1430",2,0,1,"RW-CCCD_minus_ACDC3",-0.00195000000000001
"1431",2,0.25,0.1,"RW-CCCD_minus_ACDC3",0.111910447761194
"1432",2,0.25,0.25,"RW-CCCD_minus_ACDC3",0.133786885245902
"1433",2,0.25,0.5,"RW-CCCD_minus_ACDC3",0.084189655172414
"1434",2,0.25,0.75,"RW-CCCD_minus_ACDC3",0.025117948717949
"1435",2,0.25,1,"RW-CCCD_minus_ACDC3",0.00972972972972996
"1436",2,0.5,0.1,"RW-CCCD_minus_ACDC3",0.10211320754717
"1437",2,0.5,0.25,"RW-CCCD_minus_ACDC3",0.046320754716981
"1438",2,0.5,0.5,"RW-CCCD_minus_ACDC3",0.00915841584158394
"1439",2,0.5,0.75,"RW-CCCD_minus_ACDC3",0.00188888888888894
"1440",2,0.5,1,"RW-CCCD_minus_ACDC3",-0.000857142857142001
"1441",2,0.75,0.1,"RW-CCCD_minus_ACDC3",-0.00202666666666607
"1442",2,0.75,0.25,"RW-CCCD_minus_ACDC3",0.00410606060606
"1443",2,0.75,0.5,"RW-CCCD_minus_ACDC3",-0.012763157894737
"1444",2,0.75,0.75,"RW-CCCD_minus_ACDC3",-0.000444444444444025
"1445",2,0.75,1,"RW-CCCD_minus_ACDC3",0.00233333333333297
"1446",2,1,0.1,"RW-CCCD_minus_ACDC3",-0.004
"1447",2,1,0.25,"RW-CCCD_minus_ACDC3",0
"1448",2,1,0.5,"RW-CCCD_minus_ACDC3",-0.002
"1449",2,1,0.75,"RW-CCCD_minus_ACDC3",-0.000499999999999945
"1450",2,1,1,"RW-CCCD_minus_ACDC3",-0.001
"1451",3,0,0.1,"RW-CCCD_minus_ACDC3",0
"1452",3,0,0.25,"RW-CCCD_minus_ACDC3",-4.16666666670507e-05
"1453",3,0,0.5,"RW-CCCD_minus_ACDC3",-0.000818181818182051
"1454",3,0,0.75,"RW-CCCD_minus_ACDC3",0.000363636363636011
"1455",3,0,1,"RW-CCCD_minus_ACDC3",0.00176190476190508
"1456",3,0.25,0.1,"RW-CCCD_minus_ACDC3",0.13995
"1457",3,0.25,0.25,"RW-CCCD_minus_ACDC3",0.088672131147541
"1458",3,0.25,0.5,"RW-CCCD_minus_ACDC3",0.043337837837838
"1459",3,0.25,0.75,"RW-CCCD_minus_ACDC3",0.033946078431372
"1460",3,0.25,1,"RW-CCCD_minus_ACDC3",0.0206571428571429
"1461",3,0.5,0.1,"RW-CCCD_minus_ACDC3",0.0349482758620681
"1462",3,0.5,0.25,"RW-CCCD_minus_ACDC3",0.016363636363636
"1463",3,0.5,0.5,"RW-CCCD_minus_ACDC3",0.00458974358974296
"1464",3,0.5,0.75,"RW-CCCD_minus_ACDC3",0.000375000000000014
"1465",3,0.5,1,"RW-CCCD_minus_ACDC3",0.00130000000000008
"1466",3,0.75,0.1,"RW-CCCD_minus_ACDC3",-0.010980769230769
"1467",3,0.75,0.25,"RW-CCCD_minus_ACDC3",-0.00538461538461499
"1468",3,0.75,0.5,"RW-CCCD_minus_ACDC3",-0.00219999999999998
"1469",3,0.75,0.75,"RW-CCCD_minus_ACDC3",6.66666666669924e-05
"1470",3,0.75,1,"RW-CCCD_minus_ACDC3",0.000600000000000045
"1471",3,1,0.1,"RW-CCCD_minus_ACDC3",-0.005
"1472",3,1,0.25,"RW-CCCD_minus_ACDC3",0
"1473",3,1,0.5,"RW-CCCD_minus_ACDC3",-0.002
"1474",3,1,0.75,"RW-CCCD_minus_ACDC3",-0.000666666666667037
"1475",3,1,1,"RW-CCCD_minus_ACDC3",-0.000499999999999945
"1476",5,0,0.1,"RW-CCCD_minus_ACDC3",0
"1477",5,0,0.25,"RW-CCCD_minus_ACDC3",0
"1478",5,0,0.5,"RW-CCCD_minus_ACDC3",0.00176190476190408
"1479",5,0,0.75,"RW-CCCD_minus_ACDC3",-0.003470588235294
"1480",5,0,1,"RW-CCCD_minus_ACDC3",-0.00122222222222201
"1481",5,0.25,0.1,"RW-CCCD_minus_ACDC3",0.136068965517241
"1482",5,0.25,0.25,"RW-CCCD_minus_ACDC3",0.067157142857143
"1483",5,0.25,0.5,"RW-CCCD_minus_ACDC3",0.0316760563380281
"1484",5,0.25,0.75,"RW-CCCD_minus_ACDC3",0.018911564625851
"1485",5,0.25,1,"RW-CCCD_minus_ACDC3",0.019857142857143
"1486",5,0.5,0.1,"RW-CCCD_minus_ACDC3",0.0194062500000001
"1487",5,0.5,0.25,"RW-CCCD_minus_ACDC3",0.00609523809523793
"1488",5,0.5,0.5,"RW-CCCD_minus_ACDC3",-0.00119999999999998
"1489",5,0.5,0.75,"RW-CCCD_minus_ACDC3",0.00155555555555598
"1490",5,0.5,1,"RW-CCCD_minus_ACDC3",-0.00125000000000008
"1491",5,0.75,0.1,"RW-CCCD_minus_ACDC3",-0.00149999999999995
"1492",5,0.75,0.25,"RW-CCCD_minus_ACDC3",-0.00116666666666698
"1493",5,0.75,0.5,"RW-CCCD_minus_ACDC3",-0.00250000000000006
"1494",5,0.75,0.75,"RW-CCCD_minus_ACDC3",0.00111111111111195
"1495",5,0.75,1,"RW-CCCD_minus_ACDC3",-0.000249999999999972
"1496",5,1,0.1,"RW-CCCD_minus_ACDC3",-0.00375000000000003
"1497",5,1,0.25,"RW-CCCD_minus_ACDC3",-0.00160000000000005
"1498",5,1,0.5,"RW-CCCD_minus_ACDC3",-0.001
"1499",5,1,0.75,"RW-CCCD_minus_ACDC3",0
"1500",5,1,1,"RW-CCCD_minus_ACDC3",0
"1501",10,0,0.1,"RW-CCCD_minus_ACDC4",-0.000850000000000017
"1502",10,0,0.25,"RW-CCCD_minus_ACDC4",0
"1503",10,0,0.5,"RW-CCCD_minus_ACDC4",-0.00193333333333301
"1504",10,0,0.75,"RW-CCCD_minus_ACDC4",-0.00174509803921596
"1505",10,0,1,"RW-CCCD_minus_ACDC4",-0.002882352941176
"1506",10,0.25,0.1,"RW-CCCD_minus_ACDC4",0.111514705882353
"1507",10,0.25,0.25,"RW-CCCD_minus_ACDC4",0.0241139240506331
"1508",10,0.25,0.5,"RW-CCCD_minus_ACDC4",0.00858333333333294
"1509",10,0.25,0.75,"RW-CCCD_minus_ACDC4",0.00174358974359001
"1510",10,0.25,1,"RW-CCCD_minus_ACDC4",0.002
"1511",10,0.5,0.1,"RW-CCCD_minus_ACDC4",-0.02465306122449
"1512",10,0.5,0.25,"RW-CCCD_minus_ACDC4",-0.00187499999999996
"1513",10,0.5,0.5,"RW-CCCD_minus_ACDC4",-0.00320000000000009
"1514",10,0.5,0.75,"RW-CCCD_minus_ACDC4",-0.00188888888888805
"1515",10,0.5,1,"RW-CCCD_minus_ACDC4",0
"1516",10,0.75,0.1,"RW-CCCD_minus_ACDC4",0
"1517",10,0.75,0.25,"RW-CCCD_minus_ACDC4",0
"1518",10,0.75,0.5,"RW-CCCD_minus_ACDC4",0
"1519",10,0.75,0.75,"RW-CCCD_minus_ACDC4",0
"1520",10,0.75,1,"RW-CCCD_minus_ACDC4",0
"1521",10,1,0.1,"RW-CCCD_minus_ACDC4",0
"1522",10,1,0.25,"RW-CCCD_minus_ACDC4",0
"1523",10,1,0.5,"RW-CCCD_minus_ACDC4",0
"1524",10,1,0.75,"RW-CCCD_minus_ACDC4",0
"1525",10,1,1,"RW-CCCD_minus_ACDC4",0
"1526",2,0,0.1,"RW-CCCD_minus_ACDC4",0.000499999999999945
"1527",2,0,0.25,"RW-CCCD_minus_ACDC4",-0.000125000000000042
"1528",2,0,0.5,"RW-CCCD_minus_ACDC4",0
"1529",2,0,0.75,"RW-CCCD_minus_ACDC4",-0.00223333333333298
"1530",2,0,1,"RW-CCCD_minus_ACDC4",0.00129999999999997
"1531",2,0.25,0.1,"RW-CCCD_minus_ACDC4",0.090492537313432
"1532",2,0.25,0.25,"RW-CCCD_minus_ACDC4",0.096639344262296
"1533",2,0.25,0.5,"RW-CCCD_minus_ACDC4",0.040120689655173
"1534",2,0.25,0.75,"RW-CCCD_minus_ACDC4",0.0133897435897441
"1535",2,0.25,1,"RW-CCCD_minus_ACDC4",0.00737837837837796
"1536",2,0.5,0.1,"RW-CCCD_minus_ACDC4",0.040764150943396
"1537",2,0.5,0.25,"RW-CCCD_minus_ACDC4",0.0188396226415101
"1538",2,0.5,0.5,"RW-CCCD_minus_ACDC4",0.00451485148514896
"1539",2,0.5,0.75,"RW-CCCD_minus_ACDC4",-0.000911111111110974
"1540",2,0.5,1,"RW-CCCD_minus_ACDC4",-0.00164285714285695
"1541",2,0.75,0.1,"RW-CCCD_minus_ACDC4",-0.010646666666666
"1542",2,0.75,0.25,"RW-CCCD_minus_ACDC4",-0.00192424242424305
"1543",2,0.75,0.5,"RW-CCCD_minus_ACDC4",-0.0121184210526319
"1544",2,0.75,0.75,"RW-CCCD_minus_ACDC4",7.40740740750034e-05
"1545",2,0.75,1,"RW-CCCD_minus_ACDC4",-0.000166666666666981
"1546",2,1,0.1,"RW-CCCD_minus_ACDC4",-0.004
"1547",2,1,0.25,"RW-CCCD_minus_ACDC4",0
"1548",2,1,0.5,"RW-CCCD_minus_ACDC4",-0.002
"1549",2,1,0.75,"RW-CCCD_minus_ACDC4",-0.000499999999999945
"1550",2,1,1,"RW-CCCD_minus_ACDC4",-0.001
"1551",3,0,0.1,"RW-CCCD_minus_ACDC4",0
"1552",3,0,0.25,"RW-CCCD_minus_ACDC4",0
"1553",3,0,0.5,"RW-CCCD_minus_ACDC4",-0.00218181818181795
"1554",3,0,0.75,"RW-CCCD_minus_ACDC4",-0.00112121212121297
"1555",3,0,1,"RW-CCCD_minus_ACDC4",-0.004142857142857
"1556",3,0.25,0.1,"RW-CCCD_minus_ACDC4",0.093983333333334
"1557",3,0.25,0.25,"RW-CCCD_minus_ACDC4",0.0622459016393441
"1558",3,0.25,0.5,"RW-CCCD_minus_ACDC4",0.020067567567567
"1559",3,0.25,0.75,"RW-CCCD_minus_ACDC4",0.0161372549019609
"1560",3,0.25,1,"RW-CCCD_minus_ACDC4",0.015828571428572
"1561",3,0.5,0.1,"RW-CCCD_minus_ACDC4",0.011543103448275
"1562",3,0.5,0.25,"RW-CCCD_minus_ACDC4",0.00479545454545505
"1563",3,0.5,0.5,"RW-CCCD_minus_ACDC4",0.0013076923076919
"1564",3,0.5,0.75,"RW-CCCD_minus_ACDC4",0.00110416666666602
"1565",3,0.5,1,"RW-CCCD_minus_ACDC4",-0.002
"1566",3,0.75,0.1,"RW-CCCD_minus_ACDC4",-0.0136538461538459
"1567",3,0.75,0.25,"RW-CCCD_minus_ACDC4",-0.00584615384615295
"1568",3,0.75,0.5,"RW-CCCD_minus_ACDC4",-0.00240000000000007
"1569",3,0.75,0.75,"RW-CCCD_minus_ACDC4",-0.000333333333332964
"1570",3,0.75,1,"RW-CCCD_minus_ACDC4",0.00219999999999998
"1571",3,1,0.1,"RW-CCCD_minus_ACDC4",-0.005
"1572",3,1,0.25,"RW-CCCD_minus_ACDC4",0
"1573",3,1,0.5,"RW-CCCD_minus_ACDC4",-0.002
"1574",3,1,0.75,"RW-CCCD_minus_ACDC4",-0.000666666666667037
"1575",3,1,1,"RW-CCCD_minus_ACDC4",-0.000499999999999945
"1576",5,0,0.1,"RW-CCCD_minus_ACDC4",-0.000470588235294
"1577",5,0,0.25,"RW-CCCD_minus_ACDC4",0
"1578",5,0,0.5,"RW-CCCD_minus_ACDC4",0.00195238095238104
"1579",5,0,0.75,"RW-CCCD_minus_ACDC4",0
"1580",5,0,1,"RW-CCCD_minus_ACDC4",-0.00483333333333302
"1581",5,0.25,0.1,"RW-CCCD_minus_ACDC4",0.123534482758621
"1582",5,0.25,0.25,"RW-CCCD_minus_ACDC4",0.046242857142857
"1583",5,0.25,0.5,"RW-CCCD_minus_ACDC4",0.021154929577464
"1584",5,0.25,0.75,"RW-CCCD_minus_ACDC4",0.013326530612245
"1585",5,0.25,1,"RW-CCCD_minus_ACDC4",0.0119642857142861
"1586",5,0.5,0.1,"RW-CCCD_minus_ACDC4",0.00396874999999997
"1587",5,0.5,0.25,"RW-CCCD_minus_ACDC4",0.000166666666666981
"1588",5,0.5,0.5,"RW-CCCD_minus_ACDC4",-0.00309999999999999
"1589",5,0.5,0.75,"RW-CCCD_minus_ACDC4",0.00122222222222201
"1590",5,0.5,1,"RW-CCCD_minus_ACDC4",-0.000624999999999987
"1591",5,0.75,0.1,"RW-CCCD_minus_ACDC4",-0.002142857142857
"1592",5,0.75,0.25,"RW-CCCD_minus_ACDC4",-0.00183333333333291
"1593",5,0.75,0.5,"RW-CCCD_minus_ACDC4",-0.00250000000000006
"1594",5,0.75,0.75,"RW-CCCD_minus_ACDC4",0.000777777777777988
"1595",5,0.75,1,"RW-CCCD_minus_ACDC4",0
"1596",5,1,0.1,"RW-CCCD_minus_ACDC4",-0.00375000000000003
"1597",5,1,0.25,"RW-CCCD_minus_ACDC4",-0.00160000000000005
"1598",5,1,0.5,"RW-CCCD_minus_ACDC4",-0.001
"1599",5,1,0.75,"RW-CCCD_minus_ACDC4",0
"1600",5,1,1,"RW-CCCD_minus_ACDC4",0
"1601",10,0,0.1,"RW-CCCD_minus_ACDC5",0
"1602",10,0,0.25,"RW-CCCD_minus_ACDC5",-0.00105555555555603
"1603",10,0,0.5,"RW-CCCD_minus_ACDC5",0
"1604",10,0,0.75,"RW-CCCD_minus_ACDC5",0
"1605",10,0,1,"RW-CCCD_minus_ACDC5",0.000764705882353001
"1606",10,0.25,0.1,"RW-CCCD_minus_ACDC5",0.100573529411764
"1607",10,0.25,0.25,"RW-CCCD_minus_ACDC5",0.0192025316455701
"1608",10,0.25,0.5,"RW-CCCD_minus_ACDC5",0.00566666666666704
"1609",10,0.25,0.75,"RW-CCCD_minus_ACDC5",-0.00323076923076904
"1610",10,0.25,1,"RW-CCCD_minus_ACDC5",-0.000199999999999978
"1611",10,0.5,0.1,"RW-CCCD_minus_ACDC5",-0.022591836734694
"1612",10,0.5,0.25,"RW-CCCD_minus_ACDC5",-0.000750000000000028
"1613",10,0.5,0.5,"RW-CCCD_minus_ACDC5",-0.003
"1614",10,0.5,0.75,"RW-CCCD_minus_ACDC5",-0.000666666666666038
"1615",10,0.5,1,"RW-CCCD_minus_ACDC5",0.00133333333333407
"1616",10,0.75,0.1,"RW-CCCD_minus_ACDC5",0
"1617",10,0.75,0.25,"RW-CCCD_minus_ACDC5",0
"1618",10,0.75,0.5,"RW-CCCD_minus_ACDC5",0
"1619",10,0.75,0.75,"RW-CCCD_minus_ACDC5",0
"1620",10,0.75,1,"RW-CCCD_minus_ACDC5",0
"1621",10,1,0.1,"RW-CCCD_minus_ACDC5",0
"1622",10,1,0.25,"RW-CCCD_minus_ACDC5",0
"1623",10,1,0.5,"RW-CCCD_minus_ACDC5",0
"1624",10,1,0.75,"RW-CCCD_minus_ACDC5",0
"1625",10,1,1,"RW-CCCD_minus_ACDC5",0
"1626",2,0,0.1,"RW-CCCD_minus_ACDC5",0.000291666666666912
"1627",2,0,0.25,"RW-CCCD_minus_ACDC5",0
"1628",2,0,0.5,"RW-CCCD_minus_ACDC5",0
"1629",2,0,0.75,"RW-CCCD_minus_ACDC5",0
"1630",2,0,1,"RW-CCCD_minus_ACDC5",-0.00175000000000003
"1631",2,0.25,0.1,"RW-CCCD_minus_ACDC5",0.067985074626865
"1632",2,0.25,0.25,"RW-CCCD_minus_ACDC5",0.0722131147540991
"1633",2,0.25,0.5,"RW-CCCD_minus_ACDC5",0.0260862068965521
"1634",2,0.25,0.75,"RW-CCCD_minus_ACDC5",0.00864615384615408
"1635",2,0.25,1,"RW-CCCD_minus_ACDC5",0.00156756756756793
"1636",2,0.5,0.1,"RW-CCCD_minus_ACDC5",0.019830188679245
"1637",2,0.5,0.25,"RW-CCCD_minus_ACDC5",0.005
"1638",2,0.5,0.5,"RW-CCCD_minus_ACDC5",-0.000415841584157972
"1639",2,0.5,0.75,"RW-CCCD_minus_ACDC5",-0.000600000000000045
"1640",2,0.5,1,"RW-CCCD_minus_ACDC5",-0.00149999999999995
"1641",2,0.75,0.1,"RW-CCCD_minus_ACDC5",-0.015646666666666
"1642",2,0.75,0.25,"RW-CCCD_minus_ACDC5",-0.00374242424242399
"1643",2,0.75,0.5,"RW-CCCD_minus_ACDC5",-0.013105263157895
"1644",2,0.75,0.75,"RW-CCCD_minus_ACDC5",0.000814814814815046
"1645",2,0.75,1,"RW-CCCD_minus_ACDC5",-0.000500000000000056
"1646",2,1,0.1,"RW-CCCD_minus_ACDC5",-0.003
"1647",2,1,0.25,"RW-CCCD_minus_ACDC5",0
"1648",2,1,0.5,"RW-CCCD_minus_ACDC5",-0.002
"1649",2,1,0.75,"RW-CCCD_minus_ACDC5",-0.000499999999999945
"1650",2,1,1,"RW-CCCD_minus_ACDC5",-0.001
"1651",3,0,0.1,"RW-CCCD_minus_ACDC5",0
"1652",3,0,0.25,"RW-CCCD_minus_ACDC5",-0.000541666666666996
"1653",3,0,0.5,"RW-CCCD_minus_ACDC5",-0.000454545454545041
"1654",3,0,0.75,"RW-CCCD_minus_ACDC5",-0.00187878787878804
"1655",3,0,1,"RW-CCCD_minus_ACDC5",-0.00323809523809493
"1656",3,0.25,0.1,"RW-CCCD_minus_ACDC5",0.092566666666667
"1657",3,0.25,0.25,"RW-CCCD_minus_ACDC5",0.029622950819672
"1658",3,0.25,0.5,"RW-CCCD_minus_ACDC5",0.015729729729729
"1659",3,0.25,0.75,"RW-CCCD_minus_ACDC5",0.0165392156862739
"1660",3,0.25,1,"RW-CCCD_minus_ACDC5",0.018771428571429
"1661",3,0.5,0.1,"RW-CCCD_minus_ACDC5",-0.00681896551724193
"1662",3,0.5,0.25,"RW-CCCD_minus_ACDC5",0.00187500000000007
"1663",3,0.5,0.5,"RW-CCCD_minus_ACDC5",-0.000384615384615095
"1664",3,0.5,0.75,"RW-CCCD_minus_ACDC5",0.000187500000000007
"1665",3,0.5,1,"RW-CCCD_minus_ACDC5",0.00180000000000002
"1666",3,0.75,0.1,"RW-CCCD_minus_ACDC5",-0.015846153846154
"1667",3,0.75,0.25,"RW-CCCD_minus_ACDC5",-0.00723076923076904
"1668",3,0.75,0.5,"RW-CCCD_minus_ACDC5",-0.002
"1669",3,0.75,0.75,"RW-CCCD_minus_ACDC5",0.001
"1670",3,0.75,1,"RW-CCCD_minus_ACDC5",0.00160000000000005
"1671",3,1,0.1,"RW-CCCD_minus_ACDC5",-0.005
"1672",3,1,0.25,"RW-CCCD_minus_ACDC5",0
"1673",3,1,0.5,"RW-CCCD_minus_ACDC5",-0.002
"1674",3,1,0.75,"RW-CCCD_minus_ACDC5",-0.000666666666667037
"1675",3,1,1,"RW-CCCD_minus_ACDC5",-0.000499999999999945
"1676",5,0,0.1,"RW-CCCD_minus_ACDC5",0
"1677",5,0,0.25,"RW-CCCD_minus_ACDC5",0
"1678",5,0,0.5,"RW-CCCD_minus_ACDC5",0.00338095238095204
"1679",5,0,0.75,"RW-CCCD_minus_ACDC5",-0.003647058823529
"1680",5,0,1,"RW-CCCD_minus_ACDC5",-0.00155555555555598
"1681",5,0.25,0.1,"RW-CCCD_minus_ACDC5",0.103224137931035
"1682",5,0.25,0.25,"RW-CCCD_minus_ACDC5",0.043657142857143
"1683",5,0.25,0.5,"RW-CCCD_minus_ACDC5",0.015422535211267
"1684",5,0.25,0.75,"RW-CCCD_minus_ACDC5",0.01143537414966
"1685",5,0.25,1,"RW-CCCD_minus_ACDC5",0.00707142857142906
"1686",5,0.5,0.1,"RW-CCCD_minus_ACDC5",0.000390624999999978
"1687",5,0.5,0.25,"RW-CCCD_minus_ACDC5",-0.001285714285714
"1688",5,0.5,0.5,"RW-CCCD_minus_ACDC5",-0.00279999999999991
"1689",5,0.5,0.75,"RW-CCCD_minus_ACDC5",0.000592592592592922
"1690",5,0.5,1,"RW-CCCD_minus_ACDC5",-0.000750000000000028
"1691",5,0.75,0.1,"RW-CCCD_minus_ACDC5",-0.002857142857143
"1692",5,0.75,0.25,"RW-CCCD_minus_ACDC5",-0.00183333333333291
"1693",5,0.75,0.5,"RW-CCCD_minus_ACDC5",-0.003
"1694",5,0.75,0.75,"RW-CCCD_minus_ACDC5",0.000666666666666926
"1695",5,0.75,1,"RW-CCCD_minus_ACDC5",-0.001
"1696",5,1,0.1,"RW-CCCD_minus_ACDC5",-0.00375000000000003
"1697",5,1,0.25,"RW-CCCD_minus_ACDC5",-0.00160000000000005
"1698",5,1,0.5,"RW-CCCD_minus_ACDC5",-0.001
"1699",5,1,0.75,"RW-CCCD_minus_ACDC5",0
"1700",5,1,1,"RW-CCCD_minus_ACDC5",0
